ori,ori9,fips_state_county_code,crosswalk_agency_name,census_name
KY022SP,KY022SP00,21043,Sp: Carter County,State Of Kentucky
KY02203,KY0220300,21043,Carter County Police Department Grayson,Carter County
KY02301,KY0230100,21045,Liberty Police Department,Liberty City
KY02300,KY0230000,21045,Casey County Sheriff's Office,Casey County
KY023SP,KY023SP00,21045,Sp: Casey County,State Of Kentucky
KY02402,KY0240200,21047,Crofton Pd,Crofton City
KY02401,KY0240100,21047,Hopkinsville Police Department,Hopkinsville City
KY02406,KY0240600,21047,Pennyrile Narcotics Task Force Hopkinsville,_undetermined
KY02405,KY0240500,21047,Oak Grove Police Department,Oak Grove City
KY02403,KY0240300,21047,Pembroke Police Department,Pembroke City
KY02400,KY0240000,21047,Christian County Sheriff's Office,Christian County
KY024SP,KY024SP00,21047,Sp: Christian County,State Of Kentucky
KY02404,KY0240400,21047,Christian Co Pd Hopkinsville,Christian County
KY02501,KY0250100,21049,Winchester Police Department,Winchester City
KY02500,KY0250000,21049,Clark County Sheriff's Office,Clark County
KY02504,KY0250400,21049,Clark County Schools Division Of Law Enforcement,Clark County
KY025SP,KY025SP00,21049,Sp: Clark County,State Of Kentucky
KY02601,KY0260100,21051,Manchester Police Department,Manchester City
KY02600,KY0260000,21051,Clay County Sheriff's Office,Clay County
KY026SP,KY026SP00,21051,Sp: Clay County,State Of Kentucky
KY02602,KY0260200,21051,Clay County Schools Police Department,Clay County
KY02701,KY0270100,21053,Albany Police Department,Albany City
KY02700,KY0270000,21053,Clinton County Sheriff's Office,Clinton County
KY027SP,KY027SP00,21053,Sp: Clinton County,State Of Kentucky
KY02801,KY0280100,21055,Marion Police Department,Marion City
KY02800,KY0280000,21055,Crittenden County Sheriff's Office,Crittenden County
KY028SP,KY028SP00,21055,Sp: Crittenden County,State Of Kentucky
KY02901,KY0290100,21057,Burkesville Police Department,Burkesville City
KY02900,KY0290000,21057,Cumberland County Sheriff's Office,Cumberland County
KY029SP,KY029SP00,21057,Sp: Cumberland County,State Of Kentucky
KY03001,KY0300100,21059,Owensboro Police Department,Owensboro City
KY03000,KY0300000,21059,Daviess County Sheriff's Office,Daviess County
KY030SP,KY030SP00,21059,Sp: Daviess County,State Of Kentucky
KY03101,KY0310100,21061,Brownsville Police Department,Brownsville City
KY03100,KY0310000,21061,Edmonson County Sheriff's Office,Edmonson County
KY031SP,KY031SP00,21061,Sp: Edmonson County,State Of Kentucky
KY03200,KY0320000,21063,Elliott County Sheriff's Office,Elliott County
KY032SP,KY032SP00,21063,Sp: Elliott County,State Of Kentucky
KY03202,KY0320200,21063,Elliott County Police Department,Elliott County
KY03301,KY0330100,21065,Irvine Police Department,Irvine City
KY03302,KY0330200,21065,Ravenna Police Department,Ravenna City
KY03300,KY0330000,21065,Estill County Sheriff's Office,Estill County
KY033SP,KY033SP00,21065,Sp: Estill County,State Of Kentucky
KY03303,KY0330300,21065,Estill County Constable District 1,Estill County
KY03408,KY0340800,21067,Kentucky Horse Park Police Department,State Of Kentucky
KY03403,KY0340300,21067,University Of Kentucky Police Department,State Of Kentucky
KYKSP25,KYKSP2500,21067,Kentucky State Police,State Of Kentucky
KYKSP28,KYKSP2800,21067,Vehicle Investigations,State Of Kentucky
KY03402,KY0340200,21067,Lexington Division Of Police,Lexington-fayette Urban County Government
KY03400,KY0340000,21067,Fayette County Sheriff's Office,Lexington-fayette Urban County Government
KY03404,KY0340400,21067,Fayette County Schools Police Department,Lexington-fayette Urban County Government
KYKSP33,KYKSP3300,21067,Kentucky State Police Drug Enforcement Area Ii,State Of Kentucky
KY03405,KY0340500,21067,Blue Grass Airport Police Department,_undetermined
KY034SP,KY034SP00,21067,Sp: Fayette County,State Of Kentucky
KY03501,KY0350100,21069,Flemingsburg Police Department,Flemingsburg City
KY03500,KY0350000,21069,Fleming County Sheriff's Office,Fleming County
KY035SP,KY035SP00,21069,Sp: Fleming County,State Of Kentucky
KY03605,KY0360500,21071,Allen Police Department,Allen City
KY03603,KY0360300,21071,Martin Police Department,Martin City
KY03601,KY0360100,21071,Prestonsburg Police Department,Prestonsburg City
KY03604,KY0360400,21071,Wayland Police Department,Wayland City
KY03602,KY0360200,21071,Wheelwright Police Department,Wheelwright City
KY03600,KY0360000,21071,Floyd County Sheriff's Office,Floyd County
KY036SP,KY036SP00,21071,Sp: Floyd County,State Of Kentucky
KY03606,KY0360600,21071,Floyd County Constable District #1,Floyd County
KY03712,KY0371200,21073,Kentucky Department Of Fish & Wildlife,State Of Kentucky
KY03701,KY0370100,21073,Frankfort Police Department,Frankfort City
KY03714,KY0371400,21073,Kentucky Alcoholic Beverage Control,State Of Kentucky
KYKSP00,KYKSP0000,21073,Kentucky State Police,State Of Kentucky
KY03705,KY0370500,21073,Kentucky State University Police Department,State Of Kentucky
KYKSP12,KYKSP1200,21073,Sp Frankfort,State Of Kentucky
KYKSP35,KYKSP3500,21073,Kentucky State Police Electronic Crimes,State Of Kentucky
KY03702,KY0370200,21073,Ky State Police Commercial Vehc Enforcement Div,State Of Kentucky
KY03703,KY0370300,21073,Park Security Frankfort,State Of Kentucky
KY03708,KY0370800,21073,Bur Of Nat Res Div Of Forest Enf Sect Frankfort,State Of Kentucky
KY03711,KY0371100,21073,Dpt Nat Res Div Water Patrol Frankfort,State Of Kentucky
KY03700,KY0370000,21073,Franklin County Sheriff's Office,Franklin County
KY037SP,KY037SP00,21073,Sp: Franklin County,State Of Kentucky
KY03715,KY0371500,21073,Franklin County Constable Dist 3 Frankfort,Franklin County
KY03722,KY0372200,21073,Franklin County Constable District 1,Franklin County
KY03801,KY0380100,21075,Fulton Police Department,Fulton City
KY03802,KY0380200,21075,Hickman Police Department,Hickman City
KY03800,KY0380000,21075,Fulton County Sheriff's Office,Fulton County
KY038SP,KY038SP00,21075,Sp: Fulton County,State Of Kentucky
KY03907,KY0390700,21077,Glencoe Police Department,Glencoe City
KY03901,KY0390100,21077,Warsaw Police Department,Warsaw City
KY03900,KY0390000,21077,Gallatin County Sheriff's Office,Gallatin County
KY03903,KY0390300,21077,Gallatin County Police Department,Gallatin County
KY039SP,KY039SP00,21077,Sp: Gallatin County,State Of Kentucky
KY04001,KY0400100,21079,Lancaster Police Department,Lancaster City
KY04000,KY0400000,21079,Garrard County Sheriff's Office,Garrard County
KY040SP,KY040SP00,21079,Sp: Garrard County,State Of Kentucky
KY04006,KY0400600,21079,Garrard County Constable District,Garrard County
KY04103,KY0410300,21081,Corinth Police Department,Corinth City
KY04104,KY0410400,21081,Crittenden Pd,Crittenden City
KYKSP06,KYKSP0600,21081,Sp Dry Ridge,State Of Kentucky
KY04102,KY0410200,21081,Dry Ridge Pd,Dry Ridge City
KY04101,KY0410100,21081,Williamstown Police Department,Williamstown City
KY04100,KY0410000,21081,Grant County Sheriff's Office,Grant County
KY041SP,KY041SP00,21081,Sp: Grant County,State Of Kentucky
KY04201,KY0420100,21083,Mayfield Police Department,Mayfield City
KYKSP01,KYKSP0100,21083,Sp Mayfield,State Of Kentucky
KY04202,KY0420200,21083,Wingo Police Department,Wingo City
KY04200,KY0420000,21083,Graves County Sheriff's Office,Graves County
KY04207,KY0420700,21083,Graves County Schools Police Department,Graves County
KY042SP,KY042SP00,21083,Sp: Graves County,State Of Kentucky
KY04302,KY0430200,21085,Caneyville Police Department,Caneyville City
KY04303,KY0430300,21085,Clarkson Police Department,Clarkson City
KY04301,KY0430100,21085,Leitchfield Police Department,Leitchfield City
KY04300,KY0430000,21085,Grayson County Sheriff's Office,Grayson County
KY043SP,KY043SP00,21085,Sp: Grayson County,State Of Kentucky
KY04401,KY0440100,21087,Greensburg Police Department,Greensburg City
KY04400,KY0440000,21087,Green County Sheriff's Office,Green County
KY044SP,KY044SP00,21087,Sp: Green County,State Of Kentucky
KY04510,KY0451000,21089,Bellefonte Police Department,Bellefonte City
KY04501,KY0450100,21089,Flatwoods Police Department,Flatwoods City
KY04502,KY0450200,21089,Greenup Police Department,Greenup City
KY04503,KY0450300,21089,Raceland Police Department,Raceland City
KY04505,KY0450500,21089,Russell Police Department,Russell City
KY04504,KY0450400,21089,South Shore Police Department,South Shore City
KY04506,KY0450600,21089,Worthington Police Department,Worthington City
KY04507,KY0450700,21089,Wurtland Police Department,Wurtland City
KY04500,KY0450000,21089,Greenup County Sheriff's Office,Greenup County
KY045SP,KY045SP00,21089,Sp: Greenup County,State Of Kentucky
KY04601,KY0460100,21091,Hawesville Police Department,Hawesville City
KY04602,KY0460200,21091,Lewisport Police Department,Lewisport City
KY04600,KY0460000,21091,Hancock County Sheriff's Office,Hancock County
KY046SP,KY046SP00,21091,Sp: Hancock County,State Of Kentucky
KY04701,KY0470100,21093,Elizabethtown Police Department,Elizabethtown City
KYKSP04,KYKSP0400,21093,Sp Elizabethtown,State Of Kentucky
KY04702,KY0470200,21093,Radcliff Police Department,Radcliff City
KY04703,KY0470300,21093,Vine Grove Police Department,Vine Grove City
KY04704,KY0470400,21093,West Point Police Department,West Point City
KY04700,KY0470000,21093,Hardin County Sheriff's Office,Hardin County
KY047SP,KY047SP00,21093,Sp: Hardin County,State Of Kentucky
KY04707,KY0470700,21093,Constable's Office District 4 Rineyville,Hardin County
KY04708,KY0470800,21093,Constable's Office District 5 Vine Grove,Hardin County
KY04715,KY0471500,21093,Greater Hardin Co Narcotics Task Force,Hardin County
KY04806,KY0480600,21095,Benham Police Department,Benham City
KY04801,KY0480100,21095,Cumberland Police Department,Cumberland City
KY04805,KY0480500,21095,Evarts Police Department,Evarts City
KY04802,KY0480200,21095,Harlan Police Department,Harlan City
KYKSP10,KYKSP1000,21095,Sp Harlan,State Of Kentucky
KY04803,KY0480300,21095,Loyall Police Department,Loyall City
KY04804,KY0480400,21095,Lynch Police Department,Lynch City
KY04807,KY0480700,21095,Wallins Police Department,Wallins Creek City
KY04800,KY0480000,21095,Harlan County Sheriff's Office,Harlan County
KY048SP,KY048SP00,21095,Sp: Harlan County,State Of Kentucky
KY04901,KY0490100,21097,Cynthiana Police Department,Cynthiana City
KY04900,KY0490000,21097,Harrison County Sheriff's Office,Harrison County
KY049SP,KY049SP00,21097,Sp: Harrison County,State Of Kentucky
KY05001,KY0500100,21099,Horse Cave Police Department,Horse Cave City
KY05002,KY0500200,21099,Munfordville Police Department,Munfordville City
KY05000,KY0500000,21099,Hart County Sheriff's Office,Hart County
KY050SP,KY050SP00,21099,Sp: Hart County,State Of Kentucky
KY05102,KY0510200,21101,Corydon Pd,Corydon City
KY05101,KY0510100,21101,Henderson Police Department,Henderson City
KYKSP16,KYKSP1600,21101,Sp Henderson,State Of Kentucky
KY05100,KY0510000,21101,Henderson County Sheriff's Office,Henderson County
KY051SP,KY051SP00,21101,Sp: Henderson County,State Of Kentucky
KY05204,KY0520400,21103,Campbellsburg Police Department,Campbellsburg City
KYKSP05,KYKSP0500,21103,State Police Campbellsburg,State Of Kentucky
KY05202,KY0520200,21103,Eminence Police Department,Eminence City
KY05201,KY0520100,21103,New Castle Police Department,New Castle City
KY05203,KY0520300,21103,Pleasureville Pd,Pleasureville City
KY05200,KY0520000,21103,Henry County Sheriff's Office,Henry County
KY052SP,KY052SP00,21103,Sp: Henry County,State Of Kentucky
KY05301,KY0530100,21105,Clinton Police Department,Clinton City
KY05300,KY0530000,21105,Hickman County Sheriff's Office,Hickman County
KY053SP,KY053SP00,21105,Sp: Hickman County,State Of Kentucky
KY05402,KY0540200,21107,Dawson Springs Police Department,Dawson Springs City
KY05403,KY0540300,21107,Earlington Police Department,Earlington City
KY05401,KY0540100,21107,Madisonville Police Department,Madisonville City
KYKSP02,KYKSP0200,21107,Sp Madisonville,State Of Kentucky
KY05404,KY0540400,21107,Mortons Gap Police Department,Mortons Gap City
KY05405,KY0540500,21107,Nortonville Police Department,Nortonville City
KY05400,KY0540000,21107,Hopkins County Sheriff Department,Hopkins County
KY054SP,KY054SP00,21107,Sp: Hopkins County,State Of Kentucky
KY05501,KY0550100,21109,Mckee Police Department,Mckee City
KY05500,KY0550000,21109,Jackson County Sheriff's Office,Jackson County
KY055SP,KY055SP00,21109,Sp: Jackson County,State Of Kentucky
KY05502,KY0550200,21109,Jackson County Pd Mc Kee,Jackson County
KY05605,KY0560500,21111,Anchorage Police Department,Anchorage City
KY05619,KY0561900,21111,Audubon Park Police Department,Audubon Park City
KY05646,KY0564600,21111,Douglas Hills Pd Louisville,Douglass Hills City
KY05626,KY0562600,21111,Forrest Hill Pd,Forest Hills City
KY05650,KY0565000,21111,Graymoor/devondale Police Department,Graymoor-devondale City
KY05655,KY0565500,21111,Green Spring Pd Louisville,Green Spring City
KY05618,KY0561800,21111,Heritage Creek Police Department,Heritage Creek City
KY05616,KY0561600,21111,Hollow Creek Police Department,Hollow Creek City
KY05664,KY0566400,21111,Hurstbourne Acres Police Department,Hurstbourne Acres City
KY05644,KY0564400,21111,Indian Hills Police Department,Indian Hills City
KY05610,KY0561000,21111,Jeffersontown Police Department,Jeffersontown City
KY05600,KY0560000,21111,Jefferson County Sheriff's Office,Louisville-jefferson County Metro Government
KY05615,KY0561500,21111,University Of Louisville Police Department,State Of Kentucky
KY05680,KY0568000,21111,Louisville Metro Police Department,Louisville-jefferson County Metro Government
KY05652,KY0565200,21111,Jefferson County Schools Police Department,Louisville-jefferson County Metro Government
KY05601,KY0560100,21111,Jefferson County Pd Louisville,Louisville-jefferson County Metro Government
KY05602,KY0560200,21111,Louisville Pd,Louisville-jefferson County Metro Government
KY05617,KY0561700,21111,Ky Fairgrounds Security Pd Louisville,State Of Kentucky
KY05647,KY0564700,21111,Jefferson Comm Col Pub Safety Div Louisville,State Of Kentucky
KY05612,KY0561200,21111,Lynnview Police Department,Lynnview City
KY05623,KY0562300,21111,Meadow Vale Police Department,Meadow Vale City
KY05638,KY0563800,21111,Northfield Police Department,Northfield City
KY05620,KY0562000,21111,Plantation Pd Louisville,Plantation City
KY05645,KY0564500,21111,Prospect Police Department,Prospect City
KY05603,KY0560300,21111,St. Matthews Police Department,St Matthews City
KY05613,KY0561300,21111,St Regis Park Police Department Louisville,St Regis Park City
KY05604,KY0560400,21111,Shively Police Department,Shively City
KY05636,KY0563600,21111,Strathmoor Village Police Department,Strathmoor Village City
KY05606,KY0560600,21111,Buechel Pd,West Buechel City
KY056SP,KY056SP00,21111,Sp: Jefferson County,State Of Kentucky
KY05669,KY0566900,21111,Reg Airport Auth Security Police Louisville,State Of Kentucky
KY05701,KY0570100,21113,Nicholasville Police Department,Nicholasville City
KY05702,KY0570200,21113,Wilmore Police Department,Wilmore City
KY05700,KY0570000,21113,Jessamine County Sheriff's Office,Jessamine County
KY057SP,KY057SP00,21113,Sp: Jessamine County,State Of Kentucky
KY05703,KY0570300,21113,Jessamine Co Constable District 2 Wilmore,Jessamine County
KY05707,KY0570700,21113,Jessamine County Constable District 4,Jessamine County
KY05801,KY0580100,21115,Paintsville Police Department,Paintsville City
KY05800,KY0580000,21115,Johnson County Sheriff's Office,Johnson County
KY058SP,KY058SP00,21115,Sp: Johnson County,State Of Kentucky
KY05915,KY0591500,21117,Bromley Pd Ludlow,Bromley City
KY05901,KY0590100,21117,Covington Police Department,Covington City
KY05932,KY0593200,21117,Covington Independent Public Schools Police,Covington Independent School District
KY05926,KY0592600,21117,Northern Ky Drug Strike Force,_undetermined
KY05922,KY0592200,21117,Crescent Park Pd,Fort Mitchell City
KY05909,KY0590900,21117,Crescent Springs Pd,Crescent Springs City
KY05928,KY0592800,21117,Dixie Police Authority Cresent Springs,Crescent Springs City
